timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1671018053262,15036,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-76,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15036
1671018053306,15034,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-87,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15034
1671018053330,15022,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15022
1671018053374,15033,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-51,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15033
1671018053427,15031,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-84,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15031
1671018053627,15036,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15036
1671018053856,15033,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-28,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15033
1671018054136,15024,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-91,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15024
1671018054255,15018,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-65,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15018
1671018054240,15034,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-90,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15034
1671018054771,15019,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15019
1671018055102,22038,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-21,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,22038
1671018055108,22037,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,22037
1671018062431,15034,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-61,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15034
1671018063328,15028,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-35,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15027
1671018064717,16032,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-48,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,16032
1671018066754,15025,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-94,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15025
1671018067095,15015,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-40,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,15015
1671018081198,19049,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-41,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,100,100,https://jsonplaceholder.typicode.com/posts/1,0,0,19049
1671018093127,15030,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-39,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,28,28,https://jsonplaceholder.typicode.com/posts/1,0,0,15030
1671018101057,15030,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-71,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,8,8,https://jsonplaceholder.typicode.com/posts/1,0,0,15030
1671018067218,50044,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,5,5,https://jsonplaceholder.typicode.com/posts/1,0,0,50044
1671018083309,34020,GET data,Non HTTP response code: javax.net.ssl.SSLHandshakeException,Non HTTP response message: Remote host terminated the handshake,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: javax.net.ssl.SSLHandshakeException]]]

****** comparison: [[[200                                                        ]]]

/",3125,0,4,4,https://jsonplaceholder.typicode.com/posts/1,0,0,34020
